,Index,Cities,Recipient Name,Lat,Lon,Long Description,Value,YEAR,Donor Agency,duplicate_project,City
597,959.0,Jharkhand,India ,,,"Deepening indigenocracy and promoting sustainable livelihood in Jharkhand, continuation",0.00116007,2022.0,BMZ,no,Jharkhand
598,971.0,Guerrero,Mexico,17.666667,-100.0,"Promoting justice for indigenous peoples, social organisations and family collectives in Guerrero",0.0012392,2022.0,BMZ,no,Guerrero
599,983.0,Xinjiang,China,42.4804953,85.4633464,"Promotion of vocational training for disadvantaged youth from ethnic minorities in the Xinjiang Autonomous Region, PR China",0.0009875,2022.0,BMZ,no,Xinjiang
600,1034.0,Ladakh,India ,,,Broad recognition and institutional structuring of sustainable tourism in Ladakh through strengthening local civil society actors,0.0,2022.0,BMZ,no,Ladakh
601,1041.0,Telangana,India ,,,"Ministries and implementation agencies of the state of Telangana are able to relocat polluting industries in environmental and climate friendly, social inclusive and gender sensitive industrial parks",0.00028069229999999997,2022.0,BMZ,no,Telangana
602,1073.0,Sarayaku,Ecuador,-1.7384189,-77.486701,Construction of a suspension bridge in the Amazonian Sarayaku region in Ecuador,0.00165,2022.0,BMZ,no,Sarayaku
603,1074.0,Amazonia,Brazil,-6.0993225,-49.8640109,Support for human rights defenders active to protect victims of dam infrastructures in Amazonia,0.0006533,2022.0,BMZ,no,Amazonia
604,1085.0,Sindh,Pakistan,25.5,69.0,"Supporting communities for flood rehabilitation, Sindh, Pakistan",0.00037275,2022.0,BMZ,no,Sindh
605,1099.0,Jhenaidah,Bangladesh,23.5446964,89.1731943,"Reducing domestic violence against women in Jhenaidah and Jashore districts, Bangladesh",0.000672,2022.0,BMZ,no,Jhenaidah
606,1105.0,Camarines,Philippines,14.6602869,121.0239845,"Improved health care for older citizens by strengthening the capacity of Older Persons' Organizations (OPOs) in Camarines Sur, Philippines",0.0007253107000000001,2022.0,BMZ,no,Camarines
607,1135.0,Papua,Indonesia,-2.4749149,138.08485,"International lobby, advocacy and networking to inform on human rights situation in West Papua",0.00013125,2022.0,BMZ,no,Papua
608,1139.0,Lakhimpur,India ,,,"Socio-economic empowerment of rural communities in Northern Assam, Lakhimpur District, India",0.00043515,2022.0,BMZ,yes,Lakhimpur
609,1149.0,Bihar,India ,,,"Improving the living conditions of marginalised population groups in Bhagalpur district, Bihar",0.0,2022.0,BMZ,yes,Bihar
610,1158.0,Rwandan,Rwanda,-1.7305743,29.2679061,"Information and Communication Technologies (ICT) bear great potential for the socioeconomic development of Rwanda. Thus, the Government of Rwanda has prioritized ICT as a major cross-cutting enabler in reaching its goal of becoming a knowledge-based upper-middle income country. In this context, the public sector plays an important role to push digitalization and innovation forward. Despite impressive progress in digital infrastructure and e-government services, there is still a need for additional investment to fully make use of the potential of ICT to increase government efficiency and to accelerate the socioeconomic development of Rwanda. Œ ŒAgainst this background, the ICT Facility supports public sector projects by means of grants. The goal is to enhance the quality of service provision of Rwandan public sector institutions through digital solutions. Supported projects are suggested by RISA in close coordination with public sector stakeholders (ministries, departments, agencies, district and city governments). They are then prioritized and selected based on predefined criteria that ensure alignment with national priorities and strategies and that the desired outcomes are achieved efficiently and sustainably. This shall improve the standard of life and perspectives of the Rwandan population. Overall, all citizens will benefit from efficient digitalization of public sector services. Œ ŒThe project is implemented by the Rwanda Information Society Authority (RISA) who is affiliated with the Ministry of ICT and Innovation (MINICT) and has the mandate to lead Rwanda's ICT for Development Agenda. While projects supported under the ICT Facility are implemented by RISA, the beneficiary public sector institutions are responsible for operation and maintenance of the developed ICT solutions. The project duration is expected to be 4 years.",0.0,2022.0,BMZ,no,Rwandan
611,1183.0,Coroico,Bolivia,-16.1886022,-67.7274645,"Disaster Risk Reduction in the Rio Coroico Basin through Resilience of Environmental, Social and Economic Livelihoods, Bolivia 2022-2026",0.0,2022.0,BMZ,no,Coroico
612,1188.0,Muthanna,Iraq,30.5923739,45.2916041,"The project ""Provision of Municipal Infrastructure"" contributes to improving drinking water supply and strengthening sub-national actors in Iraq who are responsible for providing basic services. Œ ŒThe aim of the project is to supply approx. 160,000 people in the target region with drinking water in their homes. To this end, investments will be made in a water treatment plant, pumping stations, water reservoirs, water networks, water meters and house connections. Furthermore, capacity-building measures will be implemented at the Muthanna Water Directorate to enable more efficient management of the drinking water supply. The introduction of consumption-based water tariffs in the target region after completion of the infrastructure is also part of the project. Œ ŒThe project partners are the Iraqi Ministry of Construction, Housing, Municipalities and Public Works (MOCHMPW) and the Muthanna Water Directorate. In addition to the FC contribution, the Iraqi Government is making a substantial contribution. Œ ŒThe project will be implemented in the south of Iraq in the target district of Al Khidr in Muthanna province.",0.0,2022.0,BMZ,yes,Muthanna
613,1208.0,Amazonas,Brazil,-4.479925,-63.5185396,"Strengthening indigenous rights and developing networking, lobbying and a communication strategy in the Brazilian state of Amazonas",0.00054,2022.0,BMZ,no,Amazonas
614,1213.0,Sarh,Chad,9.1406471,18.3937969,Suportting the coordination unit of health care services in Sarh Diocese,0.0017325,2022.0,BMZ,no,Sarh
615,1217.0,Maridi,South Sudan,5.13491425,29.691611761119763,"Improving communities' Livelihood in Maridi, Phase 1",0.00091407,2022.0,BMZ,no,Maridi
616,1222.0,Chiapas,Mexico,16.5000001,-92.5000001,Supporting alternative development approaches for rural communities in Chiapas State,0.0001829,2022.0,BMZ,no,Chiapas
617,1225.0,Mindanao,Philippines,7.68977865,125.23653125001968,"Promotion of marginalized communities through agroecological agriculture and fisheries in Mindanao, 1st phase",0.00075507,2022.0,BMZ,no,Mindanao
618,1233.0,Rwandan,Rwanda,-1.7305743,29.2679061,"Despite Rwanda's dynamic economic development, both youth unemployment (22.4%) and underemployment (55.7%) remain very prevalent, which was further exacerbated by the COVID-19 pandemic. These labor market problems partly stem from a lack of vocational education and training, as well as weak demand for vocational measures. Thus, the project on the one hand aims at strengthening the quality and availability of vocational training and, on the other hand, increasing its attractiveness while at the same time facilitating access. Phase IV and V of the project are being carried out together, with the overall support amounting to EUR 29 million. In addition, the measures are to be continued with a potential sum of EUR 30 million. The program builds on existing infrastructure investments at a total of 19 vocational schools. Similar to the previous phases, the goal of the project is to increase the number of graduates with employment-relevant skills with an additional focus on women. The project includes the following components: Œ1) Investment in infrastructure and equipment at Rwandan vocational and polytechnic schools (school buildings, boarding rooms and modern equipment). Œ2) TVET scholarship program (approx. 4000 learners from vulnerable population groups with good school performance) Œ3) Consulting services for the support of the project executing agency, support of the school management and teaching staff for an efficient and sustainable operation of the schools) ŒThe project executing agency is the non-commercial, public institution Rwanda Technical and Vocational Education and Training Board (RTB). The measures described in Rwanda are nationwide, with no regional focus.",0.0,2022.0,BMZ,no,Rwandan
619,1265.0,Samar,Philippines,11.798221850000001,125.16904177391692,"Prevention and management of family violence and teenage pregnancy in Samar, Philippines",0.00077015,2022.0,BMZ,no,Samar
620,1306.0,Internet,Uzbekistan,,,"Administration in Uzbek healthcare facilities is largely carried out in analog form. Patient records and communication within and between facilities are kept in paper form. Consequently, there is also a lack of robust data on key planning variables in the healthcare sector. This impedes evidence-based decision-making, sector management and demand-driven allocation of resources. Overall, the health care system is inefficient and error-prone. ŒThe Uzbek government has recognized the challenges, particularly with regard to financing, digitalization and service delivery, and has initiated ambitious reform plans. The implementation of digital reform in the health sector is based on a reform concept to which the FC feasibility study contributed significantly. Its integral components and a corresponding timeline are set out in a roadmap/digital strategy that serves as a guiding document. This module supports priority measures of the digital reform concept. ŒImplementation of digital reform requires funding for comprehensive IT infrastructure, procurement of hardware and software, connection of public health facilities to high-speed Internet connections, and provision of a health information management system. The provision of an implementation consultant will support the implementation of the reform and promote the governance structure in the field of digital health. ŒIT capacities will be strengthened as part of the accompanying measure. Œ",0.0,2022.0,BMZ,no,Internet
621,1315.0,Madhya,India ,,,"Climate Change Resilient Livelihoods for indigenous inhabitants of rural areas in Madhya Pradesh, India",0.0,2022.0,BMZ,no,Madhya
622,1341.0,Jharkhand,India ,,,Promoting access to essential medicines in West Bengal and Jharkhand,0.0001102,2022.0,BMZ,no,Jharkhand
623,1359.0,Karnataka,India ,,,"Livelihood sustenance and climate change mitigation through sustainable agriculture in rainfed regions of Karnataka, phase 1",0.000700105,2022.0,BMZ,no,Karnataka
624,1378.0,Ekiti,Nigeria,7.736891,5.2738326,Integral and sustainable support of smallholder farmers in the Diocese of Ekiti,0.00055,2022.0,BMZ,no,Ekiti
625,1388.0,Nayagarh,India ,,,"Sustainable resource management and enhanced livelihoods of forest-dwelling indigenous communities in Nayagarh District, Odisha, India",0.0,2022.0,BMZ,no,Nayagarh
626,1394.0,Marathwada,India ,,,"SEWOH - Improvement of nutrition security and living conditions through sustainable management of natural resources in the Marathwada Region, Maharashtra, India",0.0,2022.0,BMZ,no,Marathwada
627,1417.0,Torbeck,Haiti,18.249994,-73.9134087994858,"Economic recovery and food self-sufficiency through ecological and forward-looking agriculture in Cayes, Aquin and Torbeck",0.0009345,2022.0,BMZ,no,Torbeck
628,1419.0,Chiapas,Mexico,16.5000001,-92.5000001,"Promoting community action for food sovereignty and the protection of land, water and healthy living environments in Chiapas",0.0005037,2022.0,BMZ,no,Chiapas
629,1455.0,Chiapas,Mexico,16.5000001,-92.5000001,Strengthening civil society to actively promote peace in the state of Chiapas,0.000221025,2022.0,BMZ,no,Chiapas
630,1469.0,Rajshahi,Bangladesh,24.6285432,89.0376862,"Rokkhagola Village Based Sustainable Food Security Program for the Ethnic Community in Rajshahi, continuation",0.000480035,2022.0,BMZ,no,Rajshahi
631,1497.0,Chhattisgarh,India ,,,Promotion of women human rights activists in Chhattisgarh,0.0002,2022.0,BMZ,no,Chhattisgarh
632,1503.0,Maranhao,Brazil,-5.2085503,-45.3930262,Strengthening rights of small scale fishermen communiities in Maranhao,0.000672,2022.0,BMZ,no,Maranhao
633,1513.0,Somaliland,Somalia,9.7277474,46.0099127,"Women's empowerment for improved nutrition of infants, young children and mothers in Maroodi-Jex and Togdheer Regions in Somaliland",0.0,2022.0,BMZ,yes,Somaliland
634,1526.0,Kalimantan,Indonesia,-0.6487842500000001,113.46813609883367,"Strengthening environmental education at schools in Kapuas District,  Kalimantan, Indonesia",0.0,2022.0,BMZ,no,Kalimantan
635,1532.0,Jharkhand,India ,,,Community-based women's empowerment in indigenous communities in Jharkhand,0.00032935,2022.0,BMZ,no,Jharkhand
636,1548.0,Amazonia,Brazil,-6.0993225,-49.8640109,Securing land rights and food souvereignity in rural communities in Acre and southern Amazonia,0.001169,2022.0,BMZ,no,Amazonia
637,1581.0,Gokarneshwor,Nepal,27.7375111,85.3857936,"Improving education and counseling services in Gokarneshwor in the areas of health and environment, with a focus on girls and women",0.0002,2022.0,BMZ,no,Gokarneshwor
638,1615.0,Chimanimani,Zimbabwe,-19.804133,32.870727,"Strengthening of children's rights in Chimanimani district, phase 2",0.00115207,2022.0,BMZ,no,Chimanimani
639,1626.0,Muthanna,Iraq,30.5923739,45.2916041,"The project ""Provision of Municipal Infrastructure"" contributes to improving drinking water supply and strengthening sub-national actors in Iraq who are responsible for providing basic services. Œ ŒThe aim of the project is to supply approx. 160,000 people in the target region with drinking water in their homes. To this end, investments will be made in a water treatment plant, pumping stations, water reservoirs, water networks, water meters and house connections. Furthermore, capacity-building measures will be implemented at the Muthanna Water Directorate to enable more efficient management of the drinking water supply. The introduction of consumption-based water tariffs in the target region after completion of the infrastructure is also part of the project. Œ ŒThe project partners are the Iraqi Ministry of Construction, Housing, Municipalities and Public Works (MOCHMPW) and the Muthanna Water Directorate. In addition to the FC contribution, the Iraqi Government is making a substantial contribution. Œ ŒThe project will be implemented in the south of Iraq in the target district of Al Khidr in Muthanna province.",0.0,2022.0,BMZ,yes,Muthanna
640,1639.0,Waziristan,Pakistan,33.0,70.0,Strenghtening resilience of vulnerable communities in North Waziristan,0.00092114,2022.0,BMZ,no,Waziristan
641,1640.0,Liaoning,China,40.9975197,122.9955469,Integrated Rural Development and Empowerment of farmers and Capacity Development for Grassroots Organizations in Liaoning Province,0.0021735,2022.0,BMZ,no,Liaoning
642,1641.0,Kurigram,Bangladesh,25.8130134,89.6430518,Socio-economic empowerment of extremely poor and poor people in the flood-prone district of Kurigram in northern Bangladesh,0.000567,2022.0,BMZ,no,Kurigram
643,1643.0,Imbabura,Ecuador,0.3753621,-78.355681,"Supporting indigenous communities in the context of the socio-ecological conflicts of the Imbabura mining region, Ecuador",0.001014,2022.0,BMZ,no,Imbabura
644,1655.0,Fiji,Republic of Fiji,,,Democratisation and sustainable development in Fiji,0.0021179,2022.0,BMZ,no,Fiji
645,1668.0,Manicaland,Zimbabwe,-19.0188422,32.368889,Integrative sexual and reproductive health services and education including HIV and gender-based violence in Manicaland Province,0.0011875,2022.0,BMZ,no,Manicaland
646,1677.0,Kalimantan,Indonesia,-0.6487842500000001,113.46813609883367,"Strong village communities with sustainable livelihoods ensure the protection of their natural resources,  Kalimantan, Indonesia",0.00056175,2022.0,BMZ,no,Kalimantan
647,1680.0,Apurimac,Peru,-14.0,-73.0,Promote Agroecological Productive Enterprises in Aymaraes - Apurimac,0.0,2023.0,BMZ,no,Apurimac
648,1686.0,Lakhimpur,India ,,,"Improving access and quality education in Lakhimpur, India",0.0,2022.0,BMZ,no,Lakhimpur
649,1692.0,Diourbel,Senegal,14.7043898,-16.0511737,Improve the sexual and reproductive health of adolescents and young people ( in school and in the community in the Departments of Diourbel and Thiès,0.0011190254,2022.0,BMZ,no,Diourbel
650,1712.0,Muthanna,Iraq,30.5923739,45.2916041,"The project ""Provision of Municipal Infrastructure"" contributes to improving drinking water supply and strengthening sub-national actors in Iraq who are responsible for providing basic services. Œ ŒThe aim of the project is to supply approx. 160,000 people in the target region with drinking water in their homes. To this end, investments will be made in a water treatment plant, pumping stations, water reservoirs, water networks, water meters and house connections. Furthermore, capacity-building measures will be implemented at the Muthanna Water Directorate to enable more efficient management of the drinking water supply. The introduction of consumption-based water tariffs in the target region after completion of the infrastructure is also part of the project. Œ ŒThe project partners are the Iraqi Ministry of Construction, Housing, Municipalities and Public Works (MOCHMPW) and the Muthanna Water Directorate. In addition to the FC contribution, the Iraqi Government is making a substantial contribution. Œ ŒThe project will be implemented in the south of Iraq in the target district of Al Khidr in Muthanna province.",0.0,2022.0,BMZ,yes,Muthanna
651,1717.0,Finkolo,Mali,11.2287362,-6.1975996,"Enhancing socio-economic development and social cohesiveness in the rural community of Finkolo, continuation Ganadougou",0.001110035,2022.0,BMZ,no,Finkolo
652,1753.0,Somaliland,Somalia,9.7277474,46.0099127,Empowering local communities to combat FGM/C - female genital mutilation / cutting in Somaliland,0.0,2022.0,BMZ,no,Somaliland
653,1754.0,Somaliland,Somalia,9.7277474,46.0099127,"Strengthening resilience by improving livelihoods and WASH for pastoral and agro-pastoral communities in Maroodi Jeex, Somaliland",0.00099206,2022.0,BMZ,yes,Somaliland
654,1755.0,Sanghar,Pakistan,26.0470447,68.9492402,Strengthening rural communities in the midst of multiple crises: A Cross-sectoral development approach to improve livelihoods in Sanghar District,0.0,2022.0,BMZ,no,Sanghar
655,1767.0,Lalmonirhat,Bangladesh,25.9163848,89.4461215,Expanded livelihoods for 2000 poor households and increased resilience to flooding in Lalmonirhat district,0.0,2022.0,BMZ,no,Lalmonirhat
656,1768.0,Gujarat,India ,,,"Democratic decentralisation and strengthening of local self-government in Kutch district, Gujarat",0.000302,2022.0,BMZ,no,Gujarat
657,1790.0,Punjab,Pakistan,31.0,72.0,"The objective of the FC program is to contribute to the increased and efficient provision and use of electrical energy in Pakistan by investing in renewable energies, their connection, and energy efficiency. Improving the supply of electricity from renewable energies contributes to the fulfillment of Pakistan's national development goals (Pakistan Vision 2025), in particular to the country's economic growth and to the basic supply of the population with modern and sustainable energy. The FC program is divided into at least two components and an accompanying measure for executing agency support: Component 1 comprises the investments for the construction of the Gharo substation in southern Sindh, and Component 2 comprises the investments for the construction of the Chakwal substation in Punjab. Other components will be considered as the program progresses. The target group is Pakistan's electricity consumers.",0.0,2022.0,BMZ,yes,Punjab
658,1801.0,Kadiolo,Mali,10.5540365,-5.7592858,"Enhancing resilience of vulnerable groups in the district of Kadiolo, phase 3",0.00168014,2022.0,BMZ,no,Kadiolo
659,1810.0,Mindanao,Philippines,7.68977865,125.23653125001968,Improving the living conditions and social cohesion of communities affected by violent conflicts and disasters in Mindanao,0.0013755,2022.0,BMZ,no,Mindanao
660,1835.0,Assam,India ,,,"Improving living standards, health and education for workers and their families in tea plantation villages in Assam",0.0004265,2022.0,BMZ,no,Assam
661,1882.0,Guizhou,China,27.0,107.0,Capacity building and promotion of grassroots organisations and establishment of a child protection network in Guizhou province,0.0032125,2022.0,BMZ,no,Guizhou
662,1914.0,Manikganj,Bangladesh,23.83298355,89.9666878246911,"Organic Agriculture for improvement of economic situation and living conditions of people in the Azimnagar, Harirumpur, Manikganj",0.00014085,2022.0,BMZ,no,Manikganj
663,1939.0,Charazani,Bolivia,-15.1762293,-68.995189,"Promoting food security and ecological agricultural practices in the municipalities of Curva, Charazani and Mocomoco in the Bolivian Andean Region",0.00037,2022.0,BMZ,no,Charazani
664,1958.0,Sumba,Indonesia,-9.795874,120.15245652768192,"Supporting disadvantaged young people through vocational training in the sustainable hotel and restaurant sector on Sumba, Indonesia",0.0020625,2022.0,BMZ,no,Sumba
665,1959.0,Luzon,Philippines,15.5919971,120.73967457219265,"Promoting, strengthening and expanding community-based and traditional health services in Luzon",0.0012572,2022.0,BMZ,no,Luzon
666,1963.0,Papua,Indonesia,-2.4749149,138.08485,"Qualification of Teachers in the Highlands of Papua, 1. Phase",0.000350735,2022.0,BMZ,no,Papua
667,1977.0,Manipur,India ,,,"Due to uncontrolled deforestation, lack of framework conditions and investments for sustainable and participatory forest management and climate-induced changes, Indian states in the North and Northeast are facing the challenge of halting the degradation of forest and watershed areas. As these ecosystems represent the most important livelihood of the rural population, measures for climate-adapted rehabilitation and protection of forests will be implemented in selected Indian states in the Himalayan catchment area. The main target group is the rural indigenous population in the selected Indian states in the Himalayan catchment area. The project executing agencies are the respective forest and environment administrations. Œ ŒThe objective of the programme is the rehabilitation, protection and sustainable, climate-resilient and community-based use of selected forest areas in at least three states in the north/northeast of India to sustain the livelihood of the local population. This is to improve the rehabilitation, protection and sustainable use of selected forest areas, their productivity and water resources, and to develop and strengthen the resilience of forests and vulnerable populations to climate change. The present grant component is to support the second phase of the first component of the FC programme in the state of Manipur.",0.0,2022.0,BMZ,no,Manipur
668,1989.0,Tanzanian,Tanzania,-6.8099084,39.2392001,"The Tanzanian government plans to introduce mandatory health insurance for the entire population (approx. 56 million people). The systems and processes of the national health insurer NHIF are currently designed to manage around 3.6 million members. In order to handle an increase in its membership base, it is necessary to expand the IT structure and harmonize organizational processes. This is particularly important in view of the challenge to also include poor population groups in rural areas. The project aims to develop context-specific digital solutions for core business processes of the NHIF that will be used to efficiently manage a growing and expanded membership base. The specific digital solutions, e.g. for claim management, membership registration, data management or customer communication, will be developed with the involvement of the insurer's IT staff and future users.",0.0,2022.0,BMZ,no,Tanzanian
669,2006.0,Matabeleland,Zimbabwe,-20.7364801,28.9396495,"Improving the nutritional status of children (under five) in rural communities in Matabeleland South, Zimbabwe.",0.000524,2022.0,BMZ,no,Matabeleland
670,2040.0,Rwandan,Rwanda,-1.7305743,29.2679061,"Despite Rwanda's dynamic economic development, both youth unemployment (22.4%) and underemployment (55.7%) remain very prevalent, which was further exacerbated by the COVID-19 pandemic. These labor market problems partly stem from a lack of vocational education and training, as well as weak demand for vocational measures. Thus, the project on the one hand aims at strengthening the quality and availability of vocational training and, on the other hand, increasing its attractiveness while at the same time facilitating access. Phase IV and V of the project are being carried out together, with the overall support amounting to EUR 29 million. In addition, the measures are to be continued with a potential sum of EUR 30 million. The program builds on existing infrastructure investments at a total of 19 vocational schools. Similar to the previous phases, the goal of the project is to increase the number of graduates with employment-relevant skills with an additional focus on women. The project includes the following components: Œ1) Investment in infrastructure and equipment at Rwandan vocational and polytechnic schools (school buildings, boarding rooms and modern equipment). Œ2) TVET scholarship program (approx. 4000 learners from vulnerable population groups with good school performance) Œ3) Consulting services for the support of the project executing agency, support of the school management and teaching staff for an efficient and sustainable operation of the schools) ŒThe project executing agency is the non-commercial, public institution Rwanda Technical and Vocational Education and Training Board (RTB). The measures described in Rwanda are nationwide, with no regional focus.",0.0,2022.0,BMZ,no,Rwandan
671,2043.0,Phalombe,Malawi,-15.69220705,35.66505231082681,"Water, Sanitation and Hygiene Promotion in Phalombe (WASH Phalombe)",0.000212795,2022.0,BMZ,no,Phalombe
672,2075.0,Punjab,Pakistan,31.0,72.0,Capacity of local authorities to deliver services according to local needs and priorities is increased in Khyber Pakhtunkhwa and Punjab regions,0.015536941200000001,2022.0,BMZ,yes,Punjab
673,2079.0,Amazonia,Brazil,-6.0993225,-49.8640109,Securing rights of indigenous communities and strengthening their food souvereignity in Amazonia,0.0003465,2022.0,BMZ,no,Amazonia
674,2127.0,Tunduru,Tanzania,-10.8988426,37.38874059876646,Better education and advancement opportunities through digitization in Tunduru District / Tanzania,0.0,2022.0,BMZ,no,Tunduru
675,2141.0,Lviv,Ukraine,49.841952,24.0315921,Procurement of powerful generators to maintain the energy supply in Lviv,0.01078,2023.0,BMZ,no,Lviv
676,2148.0,Papuan,Indonesia,,,"Strengthening  Indigenous Rights  Papuan People, phase 3",0.00146066,2022.0,BMZ,no,Papuan
677,2168.0,Papuan,Indonesia,,,"Supporting Indigenous Communities Defending their Land Safeguarding Culture, Land Rights and the Natural Environment of Papuan People, 3rd phase",0.001785674,2022.0,BMZ,no,Papuan
678,2175.0,Uttarakhand,India ,,,"Climate Resilient Uttarakhand (CRU): To contribute to resilience building of Himalayan communities affected by climate change in Uttarakhand, India",0.00052282,2022.0,BMZ,no,Uttarakhand
679,2177.0,Djamena,Chad,11.72559,15.24422,"Empowering women by improving the educational situation of girls, young women and young mothers in N'Djamena",0.0,2022.0,BMZ,no,Djamena
680,2179.0,Bougainville,Papua New Guinea,-6.1441283,155.20593392291414,Contribution to peacebuilding in Bougainville,0.00070055,2022.0,BMZ,no,Bougainville
681,2194.0,Sihanamaro,Madagascar,,,"Dans le sud de Madagascar, en raison d'une plus grande vulnérabilité aux événements environnementaux extrêmes, la malnutrition chronique et aiguë et l'insécurité alimentaire sont particulièrement répandues chez les enfants et les femmes enceintes et allaitantes. En outre, les pratiques d'hygiène et les soins de santé sont insuffisants pour de nombreux ménages. Cette précarité a encore été accrue par une forte inflation des prix des produits de première nécessité, amplifiée par la guerre russe en Ukraine. ŒLe projet contribue à lutter contre la malnutrition et à renforcer la résilience de ces populations. ŒLes interventions, multisectorielles et axées sur les besoins du groupe cible, visent à améliorer l'accès à une alimentation nutritive et variée, au WASH et à une protection sociale adaptée aux enfants, ainsi qu'à renforcer la résilience des individus et des communautés face aux chocs environnementaux liés au climat, aux mauvaises récoltes et, entre autres, à l'inflation liée à la guerre afin de contribuer à la prévention de la malnutrition chronique et aiguë. ŒLe groupe cible est la population de trois communes dans les régions de projet Atsimo Andrefana (Itampolo), Anosy (Tsivori) et Androy (Sihanamaro) dans le sud de Madagascar. ŒLes mesures essentielles sont l'amélioration Œ- l'accès à des services sociaux de base inclusifs, de qualité et équitables entre les sexes, ainsi qu'à une alimentation variée, nutritive et sûre Œ- des capacités de production et de connexion au marché, ainsi que de l'accès aux actifs productifs Œ- des capacités de gestion des services sociaux de base et des mécanismes de responsabilisation. ŒLes bénéficiaires et les promoteurs sont le Programme alimentaire mondial (PAM) et le Fonds des Nations unies pour l'enfance (UNICEF), qui mettront en uvre le projet conjointement, en étroite coordination et en concertation avec les autorités locales. ŒLe projet sera mis en uvre dans le sud de Madagascar, à Itampolo, Tsivori et Sihanamaro. Œ",0.0375,2022.0,BMZ,yes,Sihanamaro
682,2237.0,Madhya,India ,,,Promoting inclusive and quality education for children of marginalised communities in Chhattisgarh and Madhya Pradesh,0.000754,2022.0,BMZ,yes,Madhya
683,2276.0,Diourbel,Senegal,14.7043898,-16.0511737,"Le projet de coopération financière proposé ici, intitulé ""Soutien à un centre de formation professionnelle pour l'énergie et l'environnement (ISEP)"", doit apporter une contribution importante à l'élargissement de l'offre et à l'amélioration de l'accès à une formation professionnelle supérieure orientée vers la pratique dans le domaine des énergies renouvelables et de l'efficacité énergétique au Sénégal, afin de faire face, d'une part, à la pénurie de personnel qualifié et, d'autre part, d'augmenter les chances d'emploi des diplômés. ISEP signifie Institut Supérieur d'Enseignement Professionnel et correspond à peu près à une académie professionnelle dans le système allemand en raison de son orientation vers la pratique. Œ ŒLe souhait du gouvernement sénégalais de planifier l'ISEP à Mbacké en mettant l'accent sur les domaines professionnels dans le secteur de ""l'efficacité énergétique et des énergies renouvelables"" souligne la priorité élevée de ce thème, tant dans la politique nationale que dans la coopération sénégalo-allemande. Œ ŒLa construction et l'équipement d'un ISEP à Mbacké dans la région de Diourbel sont au premier plan du projet de coopération financière. Cela permettra de soutenir les efforts de réforme du gouvernement sénégalais visant à mettre en place un système de formation professionnelle et d'enseignement supérieur orienté vers le marché du travail, avec un réseau de 14 académies professionnelles au total à l'avenir, dans toutes les régions du pays, afin d'élargir l'offre de diplômes professionnels supérieurs orientés vers la pratique et de combler le fossé existant jusqu'à présent entre la formation professionnelle pure et la formation académique par l'obtention du diplôme de technicien (bac+2=BTS).",0.0,2022.0,BMZ,no,Diourbel
684,2282.0,Nawalpur,Nepal,27.81169955,85.62804503368206,"Local peace initiatives in the districts of Kanchanpur, Siraha and Nawalpur in Nepal",0.00038,2022.0,BMZ,yes,Nawalpur
685,2290.0,Oromia,Ethiopia,7.6721644,40.0299727,"Everyone deserves the chance for a secure future - Promoting inclusive and forward-looking agriculture in Oromia, Ethiopia",0.0014543796,2022.0,BMZ,no,Oromia
686,2292.0,Mugu,Nepal,29.6793236,82.53008120878343,"Inclusive health services for people of Jumla and Mugu districts, Nepal",0.00031614,2022.0,BMZ,no,Mugu
687,2315.0,Kibera,Kenya ,,,Improving access to WASH in St. Juliet School and surrounding community in Kibera Slum,0.0005041140000000001,2022.0,BMZ,no,Kibera
688,2325.0,Gujarat,India ,,,"Access to quality and inclusive government schools education by disadvantaged children in Gujarat, Phase 1",0.0005643180000000001,2022.0,BMZ,no,Gujarat
689,2341.0,Ile,Mozambique,-15.9812519,37.34872939977266,"Improving nutrition and income of small scale farming communities and strengthening their civic organizations in Ile, Mulevala and Namarrói",0.00146575,2022.0,BMZ,no,Ile
690,2343.0,Sulawesi,Indonesia,-1.9758004,120.29488558399481,"Sustainable rural development in South-East-Sulawesi, 2. phase",0.00134914,2022.0,BMZ,no,Sulawesi
691,2351.0,Mindanao,Philippines,7.68977865,125.23653125001968,"Support for vocational training measures for school drop-outs in Mindanao, Philippines",0.0006165,2022.0,BMZ,no,Mindanao
692,2352.0,Gujarat,India ,,,Promoting political voice and community-based organisations of marginalised groups in Gujarat,0.0006655,2022.0,BMZ,no,Gujarat
693,2386.0,Sergipe,Brazil,-10.6743911,-37.3773519,"Sustainable development through social participation of poor population groups, solidarity economy and agroecology in Bahia and Sergipe",0.001143,2022.0,BMZ,no,Sergipe
694,2394.0,Amazonia,Brazil,-6.0993225,-49.8640109,Protecting the natural resources of the rainforest and safeguarding the way of life as a strategy against the climate crisis in Amazonia,0.0005266352,2022.0,BMZ,no,Amazonia
695,2427.0,Otuke,Uganda,2.4784334,33.39335634329029,"Improvement of learning and hygiene conditions for 5.928 students from disadvantaged backgrounds at 7 primary schools in Otuke District, Uganda",0.00060041,2022.0,BMZ,no,Otuke
696,2428.0,Mpigi,Uganda,0.16426525,32.135237073201296,"Mediation and further development of sustainable land use to increase the income of the rural population in Mpigi, Uganda",0.00038745,2022.0,BMZ,no,Mpigi
697,2430.0,Uriondo,Bolivia,-21.6954941,-64.6529147,"Promoting processes for the restoration of community ecosystems in the Tariquía nature reserve and Uriondo district, Bolivia",0.001083,2022.0,BMZ,no,Uriondo
